Weapon Class,Base Weapon,Weapon Name,ID,sortId,Physical Graph,Magic Graph,Fire Graph,Lightning Graph,Holy Graph,Poison Graph,Bleed Graph,Sleep Graph,Madness Graph,Base Str Scale,Base Dex Scale,Base Int Scale,Base Fth Scale, Base Arc Scale,reinforceTypeId
Great Hammer,Great Stars,Fire Great Stars,12180400,2408005,0,0,4,0,0,6,6,6,6,38,9,0,0,0,400
Great Hammer,Great Stars,Flame Art Great Stars,12180500,2408006,0,0,4,0,0,6,6,6,6,15,11,0,39,0,500
Great Hammer,Great Stars,Lightning Great Stars,12180600,2408007,0,0,0,4,0,6,6,6,6,9,38,0,0,0,600
Great Hammer,Great Stars,Sacred Great Stars,12180700,2408008,0,0,0,0,4,6,6,6,6,15,11,0,39,0,700
Great Hammer,Great Stars,Magic Great Stars,12180800,2408004,0,4,0,0,0,6,6,6,6,15,11,42,0,0,800
Great Hammer,Great Stars,Cold Great Stars,12180900,2408011,0,4,0,0,0,6,6,6,6,47,33,40,0,0,900
Great Hammer,Great Stars,Poison Great Stars,12181000,2408009,0,0,0,0,0,6,6,6,6,50,35,0,0,30,1000
Great Hammer,Great Stars,Blood Great Stars,12181100,2408010,0,0,0,0,0,6,6,6,6,50,35,0,0,30,1100
Great Hammer,Great Stars,Occult Great Stars,12181200,2408012,7,0,0,0,0,6,6,6,6,21,14,0,0,76,1200
Great Hammer,Greathorn Hammer,Greathorn Hammer,12010000,2409000,0,0,0,0,0,6,6,6,6,55,39,0,0,0,0
Great Hammer,Greathorn Hammer,Heavy Greathorn Hammer,12010100,2409001,1,0,0,0,0,6,6,6,6,54,0,0,0,0,100
Great Hammer,Greathorn Hammer,Keen Greathorn Hammer,12010200,2409002,2,0,0,0,0,6,6,6,6,14,49,0,0,0,200
Great Hammer,Greathorn Hammer,Quality Greathorn Hammer,12010300,2409003,8,0,0,0,0,6,6,6,6,61,61,0,0,0,300
Great Hammer,Greathorn Hammer,Fire Greathorn Hammer,12010400,2409005,0,0,4,0,0,6,6,6,6,40,9,0,0,0,400
Great Hammer,Greathorn Hammer,Flame Art Greathorn Hammer,12010500,2409006,0,0,4,0,0,6,6,6,6,16,11,0,44,0,500
Great Hammer,Greathorn Hammer,Lightning Greathorn Hammer,12010600,2409007,0,0,0,4,0,6,6,6,6,9,40,0,0,0,600
Great Hammer,Greathorn Hammer,Sacred Greathorn Hammer,12010700,2409008,0,0,0,0,4,6,6,6,6,16,11,0,44,0,700
Great Hammer,Greathorn Hammer,Magic Greathorn Hammer,12010800,2409004,0,4,0,0,0,6,6,6,6,16,11,45,0,0,800
Great Hammer,Greathorn Hammer,Cold Greathorn Hammer,12010900,2409011,0,4,0,0,0,6,6,6,6,49,35,0,0,0,900
Great Hammer,Greathorn Hammer,Poison Greathorn Hammer,12011000,2409009,0,0,0,0,0,6,6,6,6,52,37,0,0,30,1000
Great Hammer,Greathorn Hammer,Blood Greathorn Hammer,12011100,2409010,0,0,0,0,0,6,6,6,6,52,37,0,0,30,1100
Great Hammer,Greathorn Hammer,Occult Greathorn Hammer,12011200,2409012,7,0,0,0,0,6,6,6,6,22,15,0,0,79,1200
Great Hammer,Envoy's Long Horn,Envoy's Long Horn,12160000,2410000,0,0,0,0,4,6,6,6,6,38,27,0,60,0,2200
Great Hammer,Cranial Vessel Candlestand,Cranial Vessel Candlestand,12170000,2411000,0,0,4,0,0,6,6,6,6,55,15,0,55,0,2200
Great Hammer,Beastclaw Greathammer,Beastclaw Greathammer,12150000,2412000,0,0,0,0,4,6,6,6,6,43,38,0,30,0,2200
Great Hammer,Devourer's Scepter,Devourer's Scepter,12200000,2413000,0,0,4,0,0,6,6,6,6,48,48,0,37,0,2200
Colossal Weapon,Duelist Greataxe,Duelist Greataxe,23040000,2500000,0,0,0,0,0,6,6,6,6,17,58,0,0,0,0
Colossal Weapon,Duelist Greataxe,Heavy Duelist Greataxe,23040100,2500001,1,0,0,0,0,6,6,6,6,45,0,0,0,0,100
Colossal Weapon,Duelist Greataxe,Keen Duelist Greataxe,23040200,2500002,2,0,0,0,0,6,6,6,6,15,56,0,0,0,5000
Colossal Weapon,Duelist Greataxe,Quality Duelist Greataxe,23040300,2500003,8,0,0,0,0,6,6,6,6,51,51,0,0,0,300
Colossal Weapon,Duelist Greataxe,Fire Duelist Greataxe,23040400,2500005,0,0,4,0,0,6,6,6,6,30,15,0,0,0,400
Colossal Weapon,Duelist Greataxe,Flame Art Duelist Greataxe,23040500,2500006,0,0,4,0,0,6,6,6,6,5,17,0,27,0,500
Colossal Weapon,Duelist Greataxe,Lightning Duelist Greataxe,23040600,2500007,0,0,0,4,0,6,6,6,6,15,30,0,0,0,600
Colossal Weapon,Duelist Greataxe,Sacred Duelist Greataxe,23040700,2500008,0,0,0,0,4,6,6,6,6,5,17,0,27,0,700
Colossal Weapon,Duelist Greataxe,Magic Duelist Greataxe,23040800,2500004,0,4,0,0,0,6,6,6,6,5,17,30,0,0,800
Colossal Weapon,Duelist Greataxe,Cold Duelist Greataxe,23040900,2500011,0,4,0,0,0,6,6,6,6,15,52,26,0,0,900
Colossal Weapon,Duelist Greataxe,Poison Duelist Greataxe,23041000,2500009,0,0,0,0,0,6,6,6,6,16,55,0,0,30,1000
Colossal Weapon,Duelist Greataxe,Blood Duelist Greataxe,23041100,2500010,0,0,0,0,0,6,6,6,6,16,55,0,0,30,1100
Colossal Weapon,Duelist Greataxe,Occult Duelist Greataxe,23041200,2500012,7,0,0,0,0,6,6,6,6,6,23,0,0,63,1200
Colossal Weapon,Rotten Greataxe,Rotten Greataxe,23150000,2501000,0,0,0,0,0,6,6,6,6,17,60,0,0,0,0
Colossal Weapon,Rotten Greataxe,Heavy Rotten Greataxe,23150100,2501001,1,0,0,0,0,6,6,6,6,46,0,0,0,0,100
Colossal Weapon,Rotten Greataxe,Keen Rotten Greataxe,23150200,2501002,2,0,0,0,0,6,6,6,6,15,57,0,0,0,5000
Colossal Weapon,Rotten Greataxe,Quality Rotten Greataxe,23150300,2501003,8,0,0,0,0,6,6,6,6,53,53,0,0,0,300
Colossal Weapon,Rotten Greataxe,Fire Rotten Greataxe,23150400,2501005,0,0,4,0,0,6,6,6,6,30,15,0,0,0,400
Colossal Weapon,Rotten Greataxe,Flame Art Rotten Greataxe,23150500,2501006,0,0,4,0,0,6,6,6,6,5,18,0,27,0,500
Colossal Weapon,Rotten Greataxe,Lightning Rotten Greataxe,23150600,2501007,0,0,0,4,0,6,6,6,6,15,30,0,0,0,600
Colossal Weapon,Rotten Greataxe,Sacred Rotten Greataxe,23150700,2501008,0,0,0,0,4,6,6,6,6,5,18,0,27,0,700
Colossal Weapon,Rotten Greataxe,Magic Rotten Greataxe,23150800,2501004,0,4,0,0,0,6,6,6,6,5,18,30,0,0,800
Colossal Weapon,Rotten Greataxe,Cold Rotten Greataxe,23150900,2501011,0,4,0,0,0,6,6,6,6,15,54,26,0,0,900
Colossal Weapon,Rotten Greataxe,Poison Rotten Greataxe,23151000,2501009,0,0,0,0,0,6,6,6,6,16,57,0,0,30,1000
Colossal Weapon,Rotten Greataxe,Blood Rotten Greataxe,23151100,2501010,0,0,0,0,0,6,6,6,6,16,57,0,0,30,1100
Colossal Weapon,Rotten Greataxe,Occult Rotten Greataxe,23151200,2501012,7,0,0,0,0,6,6,6,6,6,24,0,0,65,1200
Colossal Weapon,Golem's Halberd,Golem's Halberd,23120000,2502000,0,0,0,0,0,6,6,6,6,58,26,0,0,0,0
Colossal Weapon,Golem's Halberd,Golem's Heavy Halberd,23120100,2502001,1,0,0,0,0,6,6,6,6,63,0,0,0,0,6000
Colossal Weapon,Golem's Halberd,Golem's Keen Halberd,23120200,2502002,2,0,0,0,0,6,6,6,6,16,45,0,0,0,200
Colossal Weapon,Golem's Halberd,Golem's Quality Halberd,23120300,2502003,8,0,0,0,0,6,6,6,6,55,55,0,0,0,300
Colossal Weapon,Golem's Halberd,Golem's Fire Halberd,23120400,2502005,0,0,4,0,0,6,6,6,6,34,16,0,0,0,400
Colossal Weapon,Golem's Halberd,Golem's Flame Art Halberd,23120500,2502006,0,0,4,0,0,6,6,6,6,20,9,0,31,0,500
Colossal Weapon,Golem's Halberd,Golem's Lightning Halberd,23120600,2502007,0,0,0,4,0,6,6,6,6,16,34,0,0,0,600
Colossal Weapon,Golem's Halberd,Golem's Sacred Halberd,23120700,2502008,0,0,0,0,4,6,6,6,6,20,9,0,31,0,700
Colossal Weapon,Golem's Halberd,Golem's Magic Halberd,23120800,2502004,0,4,0,0,0,6,6,6,6,20,9,36,0,0,800
Colossal Weapon,Golem's Halberd,Golem's Cold Halberd,23120900,2502011,0,4,0,0,0,6,6,6,6,52,23,33,0,0,900
Colossal Weapon,Golem's Halberd,Golem's Poison Halberd,23121000,2502009,0,0,0,0,0,6,6,6,6,55,24,0,0,30,1000
Colossal Weapon,Golem's Halberd,Golem's Blood Halberd,23121100,2502010,0,0,0,0,0,6,6,6,6,55,24,0,0,30,1100
Colossal Weapon,Golem's Halberd,Golem's Occult Halberd,23121200,2502012,7,0,0,0,0,6,6,6,6,23,10,0,0,71,1200
Colossal Weapon,Giant-Crusher,Giant-Crusher,23110000,2504000,0,0,0,0,0,6,6,6,6,86,0,0,0,0,0
Colossal Weapon,Giant-Crusher,Heavy Giant-Crusher,23110100,2504001,1,0,0,0,0,6,6,6,6,73,0,0,0,0,6000
Colossal Weapon,Giant-Crusher,Keen Giant-Crusher,23110200,2504002,2,0,0,0,0,6,6,6,6,17,53,0,0,0,200
Colossal Weapon,Giant-Crusher,Quality Giant-Crusher,23110300,2504003,8,0,0,0,0,6,6,6,6,63,63,0,0,0,300
Colossal Weapon,Giant-Crusher,Fire Giant-Crusher,23110400,2504005,0,0,4,0,0,6,6,6,6,43,17,0,0,0,400
Colossal Weapon,Giant-Crusher,Flame Art Giant-Crusher,23110500,2504006,0,0,4,0,0,6,6,6,6,34,0,0,41,0,500
Colossal Weapon,Giant-Crusher,Lightning Giant-Crusher,23110600,2504007,0,0,0,4,0,6,6,6,6,17,43,0,0,0,600
Colossal Weapon,Giant-Crusher,Sacred Giant-Crusher,23110700,2504008,0,0,0,0,4,6,6,6,6,34,0,0,41,0,700
Colossal Weapon,Giant-Crusher,Magic Giant-Crusher,23110800,2504004,0,4,0,0,0,6,6,6,6,34,0,47,0,0,800
Colossal Weapon,Giant-Crusher,Cold Giant-Crusher,23110900,2504011,0,4,0,0,0,6,6,6,6,77,0,38,0,0,900
Colossal Weapon,Giant-Crusher,Poison Giant-Crusher,23111000,2504009,0,0,0,0,0,6,6,6,6,81,0,0,0,30,1000
Colossal Weapon,Giant-Crusher,Blood Giant-Crusher,23111100,2504010,0,0,0,0,0,6,6,6,6,81,0,0,0,30,1100
Colossal Weapon,Giant-Crusher,Occult Giant-Crusher,23111200,2504012,7,0,0,0,0,6,6,6,6,68,0,0,0,73,1200
Colossal Weapon,Prelate's Inferno Crozier,Prelate's Inferno Crozier,23000000,2504500,0,0,0,0,0,6,6,6,6,76,10,0,0,0,0
Colossal Weapon,Prelate's Inferno Crozier,Prelate's Heavy Inferno Crozier,23000100,2504501,1,0,0,0,0,6,6,6,6,67,0,0,0,0,6000
Colossal Weapon,Prelate's Inferno Crozier,Prelate's Keen Inferno Crozier,23000200,2504502,2,0,0,0,0,6,6,6,6,17,48,0,0,0,200
Colossal Weapon,Prelate's Inferno Crozier,Prelate's Quality Inferno Crozier,23000300,2504503,8,0,0,0,0,6,6,6,6,59,59,0,0,0,300
Colossal Weapon,Prelate's Inferno Crozier,Prelate's Fire Inferno Crozier,23000400,2504505,0,0,4,0,0,6,6,6,6,40,12,0,0,0,400
Colossal Weapon,Prelate's Inferno Crozier,Prelate's Flame Art Inferno Crozier,23000500,2504506,0,0,4,0,0,6,6,6,6,30,4,0,34,0,500
Colossal Weapon,Prelate's Inferno Crozier,Prelate's Lightning Inferno Crozier,23000600,2504507,0,0,0,4,0,6,6,6,6,17,40,0,0,0,600
Colossal Weapon,Prelate's Inferno Crozier,Prelate's Sacred Inferno Crozier,23000700,2504508,0,0,0,0,4,6,6,6,6,30,4,0,34,0,700
Colossal Weapon,Prelate's Inferno Crozier,Prelate's Magic Inferno Crozier,23000800,2504504,0,4,0,0,0,6,6,6,6,30,4,43,0,0,800
Colossal Weapon,Prelate's Inferno Crozier,Prelate's Cold Inferno Crozier,23000900,2504511,0,4,0,0,0,6,6,6,6,68,9,34,0,0,900
Colossal Weapon,Prelate's Inferno Crozier,Prelate's Poison Inferno Crozier,23001000,2504509,0,0,0,0,0,6,6,6,6,72,9,0,0,30,1000
Colossal Weapon,Prelate's Inferno Crozier,Prelate's Blood Inferno Crozier,23001100,2504510,0,0,0,0,0,6,6,6,6,72,9,0,0,30,1100
Colossal Weapon,Prelate's Inferno Crozier,Prelate's Occult Inferno Crozier,23001200,2504512,7,0,0,0,0,6,6,6,6,60,0,0,0,73,1200
Colossal Weapon,Great Club,Great Club,23020000,2505000,0,0,0,0,0,6,6,6,6,81,0,0,20,0,0
Colossal Weapon,Troll's Hammer,Troll's Hammer,23130000,2506000,0,0,4,0,0,6,6,6,6,70,15,0,25,0,0
Colossal Weapon,Dragon Greatclaw,Dragon Greatclaw,23060000,2507000,0,0,0,4,0,6,6,6,6,45,35,0,0,0,2200
Colossal Weapon,Watchdog's Staff,Watchdog's Staff,23010000,2508000,0,0,0,0,0,6,6,6,6,48,30,0,0,0,2200
Colossal Weapon,Staff of the Avatar,Staff of the Avatar,23070000,2509000,0,0,0,0,4,6,6,6,6,84,20,0,50,0,2200
Colossal Weapon,Rotten Staff,Rotten Staff,23140000,2510000,0,0,0,0,0,6,6,6,6,53,20,0,0,0,2200
Colossal Weapon,Envoy's Greathorn,Envoy's Greathorn,23030000,2511000,0,0,0,0,4,6,6,6,6,48,48,0,30,0,2200
Colossal Weapon,Ghiza's Wheel,Ghiza's Wheel,23100000,2512000,0,0,0,0,0,6,6,6,6,42,42,0,0,0,2200
Colossal Weapon,Fallingstar Beast Jaw,Fallingstar Beast Jaw,23080000,2513000,0,4,0,0,0,6,6,6,6,41,41,20,0,0,2200
Colossal Weapon,Axe of Godfrey,Axe of Godfrey,23050000,2514000,0,0,0,0,0,6,6,6,6,47,30,0,0,0,2200
Spear,Short Spear,Short Spear,16000000,2600000,0,0,0,0,0,6,6,6,6,33,44,0,0,0,0
Spear,Short Spear,Heavy Short Spear,16000100,2600001,1,0,0,0,0,6,6,6,6,44,0,0,0,0,100
Spear,Short Spear,Keen Short Spear,16000200,2600002,2,0,0,0,0,6,6,6,6,15,42,0,0,0,200
Spear,Short Spear,Quality Short Spear,16000300,2600003,8,0,0,0,0,6,6,6,6,53,53,0,0,0,300
Spear,Short Spear,Fire Short Spear,16000400,2600005,0,0,4,0,0,6,6,6,6,32,7,0,0,0,400
Spear,Short Spear,Flame Art Short Spear,16000500,2600006,0,0,4,0,0,6,6,6,6,6,8,0,36,0,500
Spear,Short Spear,Lightning Short Spear,16000600,2600007,0,0,0,4,0,6,6,6,6,15,32,0,0,0,600
Spear,Short Spear,Sacred Short Spear,16000700,2600008,0,0,0,0,4,6,6,6,6,6,8,0,36,0,700
Spear,Short Spear,Magic Short Spear,16000800,2600004,0,4,0,0,0,6,6,6,6,6,8,38,0,0,800
Spear,Short Spear,Cold Short Spear,16000900,2600011,0,4,0,0,0,6,6,6,6,29,39,34,0,0,900
Spear,Short Spear,Poison Short Spear,16001000,2600009,0,0,0,0,0,6,6,6,6,31,41,0,0,30,1000
Spear,Short Spear,Blood Short Spear,16001100,2600010,0,0,0,0,0,6,6,6,6,31,41,0,0,30,1100
Spear,Short Spear,Occult Short Spear,16001200,2600012,7,0,0,0,0,6,6,6,6,13,17,0,0,65,1200
Spear,Iron Spear,Iron Spear,16150000,2601000,0,0,0,0,0,6,6,6,6,44,33,0,0,0,0
Spear,Iron Spear,Heavy Iron Spear,16150100,2601001,1,0,0,0,0,6,6,6,6,45,0,0,0,0,100
Spear,Iron Spear,Keen Iron Spear,16150200,2601002,2,0,0,0,0,6,6,6,6,15,41,0,0,0,200
Spear,Iron Spear,Quality Iron Spear,16150300,2601003,8,0,0,0,0,6,6,6,6,53,53,0,0,0,300
Spear,Iron Spear,Fire Iron Spear,16150400,2601005,0,0,4,0,0,6,6,6,6,32,7,0,0,0,400
Spear,Iron Spear,Flame Art Iron Spear,16150500,2601006,0,0,4,0,0,6,6,6,6,8,6,0,38,0,500
Spear,Iron Spear,Lightning Iron Spear,16150600,2601007,0,0,0,4,0,6,6,6,6,7,32,0,0,0,600
Spear,Iron Spear,Sacred Iron Spear,16150700,2601008,0,0,0,0,4,6,6,6,6,8,6,0,38,0,700
Spear,Iron Spear,Magic Iron Spear,16150800,2601004,0,4,0,0,0,6,6,6,6,8,6,38,0,0,800
Spear,Iron Spear,Cold Iron Spear,16150900,2601011,0,4,0,0,0,6,6,6,6,39,29,36,0,0,900
Spear,Iron Spear,Poison Iron Spear,16151000,2601009,0,0,0,0,0,6,6,6,6,39,29,0,0,30,1000
Spear,Iron Spear,Blood Iron Spear,16151100,2601010,0,0,0,0,0,6,6,6,6,39,29,0,0,30,1100
Spear,Iron Spear,Occult Iron Spear,16151200,2601012,7,0,0,0,0,6,6,6,6,17,13,0,0,65,1200
Spear,Spear,Spear,16010000,2602000,0,0,0,0,0,6,6,6,6,20,55,0,0,0,0
Spear,Spear,Heavy Spear,16010100,2602001,1,0,0,0,0,6,6,6,6,43,0,0,0,0,100
Spear,Spear,Keen Spear,16010200,2602002,2,0,0,0,0,6,6,6,6,15,55,0,0,0,5000
Spear,Spear,Quality Spear,16010300,2602003,8,0,0,0,0,6,6,6,6,49,49,0,0,0,300
Spear,Spear,Fire Spear,16010400,2602005,0,0,4,0,0,6,6,6,6,31,7,0,0,0,400
Spear,Spear,Flame Art Spear,16010500,2602006,0,0,4,0,0,6,6,6,6,4,11,0,35,0,500
Spear,Spear,Lightning Spear,16010600,2602007,0,0,0,4,0,6,6,6,6,15,31,0,0,0,600
Spear,Spear,Sacred Spear,16010700,2602008,0,0,0,0,4,6,6,6,6,4,11,0,35,0,700
Spear,Spear,Magic Spear,16010800,2602004,0,4,0,0,0,6,6,6,6,4,11,35,0,0,800
Spear,Spear,Cold Spear,16010900,2602011,0,4,0,0,0,6,6,6,6,18,49,26,0,0,900
Spear,Spear,Poison Spear,16011000,2602009,0,0,0,0,0,6,6,6,6,19,52,0,0,30,1000
Spear,Spear,Bloody Spear,16011100,2602010,0,0,0,0,0,6,6,6,6,19,52,0,0,30,1100
Spear,Spear,Occult Spear,16011200,2602012,7,0,0,0,0,6,6,6,6,8,22,0,0,63,1200
Spear,Partisan,Partisan,16050000,2603000,0,0,0,0,0,6,6,6,6,41,29,0,0,0,0
Spear,Partisan,Heavy Partisan,16050100,2603001,1,0,0,0,0,6,6,6,6,42,0,0,0,0,100
Spear,Partisan,Keen Partisan,16050200,2603002,2,0,0,0,0,6,6,6,6,14,37,0,0,0,200
Spear,Partisan,Quality Partisan,16050300,2603003,8,0,0,0,0,6,6,6,6,49,49,0,0,0,300
Spear,Partisan,Fire Partisan,16050400,2603005,0,0,4,0,0,6,6,6,6,28,7,0,0,0,400
Spear,Partisan,Flame Art Partisan,16050500,2603006,0,0,4,0,0,6,6,6,6,8,5,0,31,0,500
Spear,Partisan,Lightning Partisan,16050600,2603007,0,0,0,4,0,6,6,6,6,7,28,0,0,0,600
Spear,Partisan,Sacred Partisan,16050700,2603008,0,0,0,0,4,6,6,6,6,8,5,0,31,0,700
Spear,Partisan,Magic Partisan,16050800,2603004,0,4,0,0,0,6,6,6,6,8,5,31,0,0,800
Spear,Partisan,Cold Partisan,16050900,2603011,0,4,0,0,0,6,6,6,6,36,26,30,0,0,900
Spear,Partisan,Poison Partisan,16051000,2603009,0,0,0,0,0,6,6,6,6,36,26,0,0,30,1000
Spear,Partisan,Blood Partisan,16051100,2603010,0,0,0,0,0,6,6,6,6,36,26,0,0,30,1100
Spear,Partisan,Occult Partisan,16051200,2603012,7,0,0,0,0,6,6,6,6,16,11,0,0,59,1200
Spear,Pike,Pike,16070000,2604000,0,0,0,0,0,6,6,6,6,49,30,0,0,0,0
Spear,Pike,Heavy Pike,16070100,2604001,1,0,0,0,0,6,6,6,6,49,0,0,0,0,100
Spear,Pike,Keen Pike,16070200,2604002,2,0,0,0,0,6,6,6,6,15,41,0,0,0,200
Spear,Pike,Quality Pike,16070300,2604003,8,0,0,0,0,6,6,6,6,51,51,0,0,0,300
Spear,Pike,Fire Pike,16070400,2604005,0,0,4,0,0,6,6,6,6,33,7,0,0,0,400
Spear,Pike,Flame Art Pike,16070500,2604006,0,0,4,0,0,6,6,6,6,9,6,0,39,0,500
Spear,Pike,Lightning Pike,16070600,2604007,0,0,0,4,0,6,6,6,6,7,33,0,0,0,600
Spear,Pike,Sacred Pike,16070700,2604008,0,0,0,0,4,6,6,6,6,9,6,0,39,0,700
Spear,Pike,Magic Pike,16070800,2604004,0,4,0,0,0,6,6,6,6,9,6,39,0,0,800
Spear,Pike,Cold Pike,16070900,2604011,0,4,0,0,0,6,6,6,6,44,27,35,0,0,900
Spear,Pike,Poison Pike,16071000,2604009,0,0,0,0,0,6,6,6,6,44,27,0,0,30,1000
Spear,Pike,Blood Pike,16071100,2604010,0,0,0,0,0,6,6,6,6,44,27,0,0,30,1100
Spear,Pike,Occult Pike,16071200,2604012,7,0,0,0,0,6,6,6,6,19,12,0,0,67,1200
Spear,Spiked Spear,Spiked Spear,16140000,2605000,0,0,0,0,0,6,6,6,6,37,37,0,0,0,0
Spear,Spiked Spear,Heavy Spiked Spear,16140100,2605001,1,0,0,0,0,6,6,6,6,42,0,0,0,0,100
Spear,Spiked Spear,Keen Spiked Spear,16140200,2605002,2,0,0,0,0,6,6,6,6,14,41,0,0,0,200
Spear,Spiked Spear,Quality Spiked Spear,16140300,2605003,8,0,0,0,0,6,6,6,6,51,51,0,0,0,300
Spear,Spiked Spear,Fire Spiked Spear,16140400,2605005,0,0,4,0,0,6,6,6,6,30,7,0,0,0,400
Spear,Spiked Spear,Flame Art Spiked Spear,16140500,2605006,0,0,4,0,0,6,6,6,6,7,7,0,35,0,500
Spear,Spiked Spear,Lightning Spiked Spear,16140600,2605007,0,0,0,4,0,6,6,6,6,7,30,0,0,0,600
Spear,Spiked Spear,Sacred Spiked Spear,16140700,2605008,0,0,0,0,4,6,6,6,6,7,7,0,35,0,700
Spear,Spiked Spear,Magic Spiked Spear,16140800,2605004,0,4,0,0,0,6,6,6,6,7,7,35,0,0,800
Spear,Spiked Spear,Cold Spiked Spear,16140900,2605011,0,4,0,0,0,6,6,6,6,33,33,33,0,0,900
Spear,Spiked Spear,Poison Spiked Spear,16141000,2605009,0,0,0,0,0,6,6,6,6,33,33,0,0,30,1000
Spear,Spiked Spear,Blood Spiked Spear,16141100,2605010,0,0,0,0,0,6,6,6,6,33,33,0,0,30,1100
Spear,Spiked Spear,Occult Spiked Spear,16141200,2605012,7,0,0,0,0,6,6,6,6,14,14,0,0,62,1200
Spear,Cross-Naginata,Cross-Naginata,16110000,2606000,0,0,0,0,0,6,6,6,6,25,60,0,0,0,0
Spear,Cross-Naginata,Heavy Cross-Naginata,16110100,2606001,1,0,0,0,0,6,6,6,6,47,0,0,0,0,100
Spear,Cross-Naginata,Keen Cross-Naginata,16110200,2606002,2,0,0,0,0,6,6,6,6,17,61,0,0,0,5000
Spear,Cross-Naginata,Quality Cross-Naginata,16110300,2606003,8,0,0,0,0,6,6,6,6,54,54,0,0,0,300
Spear,Cross-Naginata,Fire Cross-Naginata,16110400,2606005,0,0,4,0,0,6,6,6,6,36,8,0,0,0,400
Spear,Cross-Naginata,Flame Art Cross-Naginata,16110500,2606006,0,0,4,0,0,6,6,6,6,5,12,0,41,0,500
Spear,Cross-Naginata,Lightning Cross-Naginata,16110600,2606007,0,0,0,4,0,6,6,6,6,8,36,0,0,0,600
Spear,Cross-Naginata,Sacred Cross-Naginata,16110700,2606008,0,0,0,0,4,6,6,6,6,5,12,0,41,0,700
Spear,Cross-Naginata,Magic Cross-Naginata,16110800,2606004,0,4,0,0,0,6,6,6,6,5,12,42,0,0,800
Spear,Cross-Naginata,Cold Cross-Naginata,16110900,2606011,0,4,0,0,0,6,6,6,6,22,54,34,0,0,900
Spear,Cross-Naginata,Poison Cross-Naginata,16111000,2606009,0,0,0,0,0,6,6,6,6,22,54,0,0,30,1000
Spear,Cross-Naginata,Blood Cross-Naginata,16111100,2606010,0,0,0,0,0,6,6,6,6,22,54,0,0,30,1100
Spear,Cross-Naginata,Occult Cross-Naginata,16111200,2606012,7,0,0,0,0,6,6,6,6,10,24,0,0,72,1200
Spear,Clayman's Harpoon,Clayman's Harpoon,16030000,2607000,0,4,0,0,0,6,6,6,6,50,15,30,0,0,0
Spear,Clayman's Harpoon,Clayman's Heavy Harpoon,16030100,2607001,1,4,0,0,0,6,6,6,6,63,0,19,0,0,6000
Spear,Clayman's Harpoon,Clayman's Keen Harpoon,16030200,2607002,2,4,0,0,0,6,6,6,6,19,45,19,0,0,200
Spear,Clayman's Harpoon,Clayman's Quality Harpoon,16030300,2607003,8,4,0,0,0,6,6,6,6,57,57,19,0,0,300
Spear,Clayman's Harpoon,Clayman's Fire Harpoon,16030400,2607005,0,4,4,0,0,6,6,6,6,42,9,14,0,0,400
Spear,Clayman's Harpoon,Clayman's Flame Art Harpoon,16030500,2607006,0,4,4,0,0,6,6,6,6,10,4,14,52,0,500
Spear,Clayman's Harpoon,Clayman's Lightning Harpoon,16030600,2607007,0,4,0,4,0,6,6,6,6,9,42,14,0,0,600
Spear,Clayman's Harpoon,Clayman's Sacred Harpoon,16030700,2607008,0,4,0,0,4,6,6,6,6,10,4,14,52,0,700
Spear,Clayman's Harpoon,Clayman's Magic Harpoon,16030800,2607004,0,4,0,0,0,6,6,6,6,10,4,42,0,0,800
Spear,Clayman's Harpoon,Clayman's Cold Harpoon,16030900,2607011,0,4,0,0,0,6,6,6,6,45,13,33,0,0,900
Spear,Clayman's Harpoon,Clayman's Poison Harpoon,16031000,2607009,0,4,0,0,0,6,6,6,6,47,14,47,0,30,1000
Spear,Clayman's Harpoon,Clayman's Blood Harpoon,16031100,2607010,0,4,0,0,0,6,6,6,6,47,14,47,0,30,1100
Spear,Clayman's Harpoon,Clayman's Occult Harpoon,16031200,2607012,7,4,0,0,0,6,6,6,6,10,4,47,0,76,1200
Spear,Celebrant's Rib-Rake,Celebrant's Rib-Rake,16060000,2608000,0,0,0,0,0,6,6,6,6,20,57,0,0,0,0
Spear,Celebrant's Rib-Rake,Celebrant's Heavy Rib-Rake,16060100,2608001,1,0,0,0,0,6,6,6,6,42,0,0,0,0,100
Spear,Celebrant's Rib-Rake,Celebrant's Keen Rib-Rake,16060200,2608002,2,0,0,0,0,6,6,6,6,15,57,0,0,0,5000
Spear,Celebrant's Rib-Rake,Celebrant's Quality Rib-Rake,16060300,2608003,8,0,0,0,0,6,6,6,6,50,50,0,0,0,300
Spear,Celebrant's Rib-Rake,Celebrant's Fire Rib-Rake,16060400,2608005,0,0,4,0,0,6,6,6,6,32,7,0,0,0,400
Spear,Celebrant's Rib-Rake,Celebrant's Flame Art Rib-Rake,16060500,2608006,0,0,4,0,0,6,6,6,6,4,11,0,37,0,500
Spear,Celebrant's Rib-Rake,Celebrant's Lightning Rib-Rake,16060600,2608007,0,0,0,4,0,6,6,6,6,7,32,0,0,0,600
Spear,Celebrant's Rib-Rake,Celebrant's Sacred Rib-Rake,16060700,2608008,0,0,0,0,4,6,6,6,6,4,11,0,37,0,700
Spear,Celebrant's Rib-Rake,Celebrant's Magic Rib-Rake,16060800,2608004,0,4,0,0,0,6,6,6,6,4,11,38,0,0,800
